id,source_path,output_path,category,generator,source_generator,target,status,error
190,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\190_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\190_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
191,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\191_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\191_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
192,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\192_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\192_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
193,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\193_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\193_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
194,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\194_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\194_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
195,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\195_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\195_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
196,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\196_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\196_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
197,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\197_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\197_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
198,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\198_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\198_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
199,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\199_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\199_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
200,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\200_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\200_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
